DATES,rEER
201101,136.84
201102,134.91
201103,133.7
201104,136.76
201105,137.52
201106,139.12
201107,140.29
201108,138.56
201109,138.25
201110,133.97
201111,133.68
201112,134.06
201201,139.79
201202,143.53
201203,145.05
201204,145.02
201205,146.5
201206,148.53
201207,148.65
201208,145.54
201209,143.87
201210,143.16
201211,142.4
201212,143.64
201301,145.14
201302,143.26
201303,142.21
201304,140.76
201305,140.35
201306,137.3
201307,138.5
201308,138.44
201309,136.77
201310,137.54
201311,135.5
201312,134.72
201401,134.17
201402,129.35
201403,130.52
201404,135.95
201405,137.79
201406,140.2
201407,142.44
201408,140.41
201409,136.28
201410,132.77
201411,129.55
201412,120.08
201501,119.95
201502,120.83
201503,115.38
201504,118.94
201505,121.73
201506,116.22
201507,110.33
201508,102.04
201509,101.73
201510,106.58
201511,105.76
201512,99.08
201601,101.34
201602,99.01
201603,105.35
201604,108.89
201605,110.2
201606,110.89
201607,112.84
201608,111.9
201609,113.19
201610,113.19
201611,108.81
201612,114.09
201701,117.09
201702,118.97
201703,116.39
201704,118.68
201705,116.66
201706,114.63
201707,110.59
201708,111.5
201709,112.48
201710,112.29
201711,110.33
201712,111.02
201801,114.38
201802,113.98
201803,114.94
201804,119.03
201805,118.04
201806,118.53
201807,119.32
201808,117.36
201809,115.03
201810,112.85
201811,109.98
201812,109.36
201901,110.51
201902,112.02
201903,112.04
201904,111.44
201905,107.8
201906,109.09
201907,110.5
201908,105.88
201909,106.71
201910,105.01
201911,105.76
201912,106.09
202001,107.8
202002,106.14
202003,96.67
202004,96.69
202005,99.73
202006,101.39
202007,101.71
202008,97.36
202009,97.65
202010,95.14
202011,97.6
202012,102.12
202101,101.2
202102,99.64
202103,99.61
202104,98.63
202105,96.0
202106,96.81
202107,93.97
202108,93.12
202109,94.49
202110,95.71
202111,92.96
202112,92.36
202201,92.2
202202,93.77
202203,97.64
202204,98.85
202205,95.7
202206,97.92
202207,90.19
202208,91.79
202209,91.67
202210,87.61
202211,83.28
202212,85.14
202301,86.21
202302,85.84
202303,87.54
202304,91.6
202305,92.45
202306,100.48
202307,103.66
202308,105.05
202309,108.07
202310,103.62
202311,107.28
202312,109.45
202401,111.56
202402,111.82
202403,113.25
202404,115.51
202405,115.65
202406,112.14
202407,112.06
202408,110.27
202409,106.79
202410,105.62
202411,104.06
202412,105.91
202501,109.12
202502,113.74
202503,112.78
202504,108.8
202505,109.92
202506,111.16
202507,112.71
202508,112.81
202509,115.96
202510,117.59
202511,120.68
202512,119.92
202601,123.37
202602,123.44
202603,123.71
202604,126.37
202605,123.11
