DATES,STX
18/01/2022,639.36
17/01/2022,646.14
14/01/2022,643.66
13/01/2022,648.19
12/01/2022,647.06
11/01/2022,650.71
10/01/2022,648.57
07/01/2022,647.18
06/01/2022,646.97
05/01/2022,643.67
04/01/2022,634.82
30/12/2021,635.68
29/12/2021,641.24
23/12/2021,633.31
22/12/2021,631.27
21/12/2021,635.57
20/12/2021,631.87
17/12/2021,619.55
16/12/2021,622.32
15/12/2021,608.28
14/12/2021,607.97
13/12/2021,609.48
10/12/2021,613.34
09/12/2021,620.39
08/12/2021,621.73
07/12/2021,627.19
06/12/2021,624.64
03/12/2021,624.54
02/12/2021,619.87
01/12/2021,616.80
30/11/2021,622.72
29/11/2021,622.22
26/11/2021,618.47
25/11/2021,627.19
24/11/2021,621.07
23/11/2021,623.78
22/11/2021,621.35
19/11/2021,612.08
18/11/2021,604.52
17/11/2021,608.61
16/11/2021,611.23
15/11/2021,606.08
12/11/2021,608.55
11/11/2021,602.87
10/11/2021,603.70
09/11/2021,598.77
08/11/2021,601.44
05/11/2021,603.84
04/11/2021,599.69
03/11/2021,598.86
02/11/2021,590.22
01/11/2021,583.28
29/10/2021,583.95
28/10/2021,577.36
27/10/2021,575.61
26/10/2021,571.90
25/10/2021,571.66
22/10/2021,574.78
21/10/2021,576.10
20/10/2021,572.66
19/10/2021,581.18
18/10/2021,578.72
15/10/2021,574.94
14/10/2021,572.99
13/10/2021,572.57
12/10/2021,569.25
11/10/2021,570.64
08/10/2021,571.93
07/10/2021,566.84
06/10/2021,573.06
05/10/2021,573.55
04/10/2021,570.68
01/10/2021,581.79
30/09/2021,585.36
29/09/2021,580.76
28/09/2021,570.10
27/09/2021,571.80
24/09/2021,564.03
23/09/2021,561.58
21/09/2021,560.72
20/09/2021,553.69
17/09/2021,556.43
16/09/2021,561.86
15/09/2021,566.90
14/09/2021,566.07
13/09/2021,565.83
10/09/2021,563.08
09/09/2021,566.12
08/09/2021,565.43
07/09/2021,565.40
03/09/2021,560.71
02/09/2021,562.77
01/09/2021,565.11
31/08/2021,566.10
30/08/2021,572.52
27/08/2021,569.80
26/08/2021,571.59
25/08/2021,570.68
24/08/2021,573.39
23/08/2021,565.93
20/08/2021,572.43
19/08/2021,575.55
18/08/2021,579.67
17/08/2021,571.90
16/08/2021,583.37
13/08/2021,582.59
12/08/2021,583.64
11/08/2021,579.50
10/08/2021,579.99
09/08/2021,580.86
06/08/2021,580.27
05/08/2021,578.38
04/08/2021,573.39
03/08/2021,575.63
02/08/2021,572.65
30/07/2021,570.44
29/07/2021,570.87
28/07/2021,572.22
27/07/2021,563.76
26/07/2021,568.39
23/07/2021,564.77
22/07/2021,559.95
21/07/2021,563.18
20/07/2021,563.86
19/07/2021,563.26
16/07/2021,566.04
15/07/2021,564.18
14/07/2021,563.40
13/07/2021,565.86
12/07/2021,563.91
09/07/2021,561.27
08/07/2021,555.09
07/07/2021,553.86
06/07/2021,548.43
05/07/2021,552.02
02/07/2021,550.76
01/07/2021,555.62
30/06/2021,557.69
29/06/2021,550.36
28/06/2021,556.14
25/06/2021,556.03
24/06/2021,554.54
23/06/2021,550.18
22/06/2021,550.21
21/06/2021,557.84
18/06/2021,551.89
17/06/2021,550.74
16/06/2021,548.00
15/06/2021,547.41
14/06/2021,544.70
11/06/2021,542.48
10/06/2021,541.56
09/06/2021,538.12
08/06/2021,535.17
07/06/2021,536.20
04/06/2021,540.64
03/06/2021,541.27
02/06/2021,534.77
01/06/2021,529.62
31/05/2021,527.61
28/05/2021,528.59
27/05/2021,531.57
26/05/2021,531.89
25/05/2021,532.52
21/05/2021,534.08
20/05/2021,524.43
19/05/2021,524.50
18/05/2021,519.93
17/05/2021,520.95
14/05/2021,522.39
13/05/2021,519.91
12/05/2021,517.68
11/05/2021,515.34
10/05/2021,519.87
07/05/2021,518.05
05/05/2021,522.74
29/04/2021,522.39
28/04/2021,523.94
27/04/2021,522.41
26/04/2021,519.88
23/04/2021,519.93
22/04/2021,519.18
21/04/2021,521.70
20/04/2021,521.54
19/04/2021,520.57
16/04/2021,513.66
15/04/2021,514.30
14/04/2021,506.32
13/04/2021,506.50
12/04/2021,507.86
09/04/2021,504.28
08/04/2021,508.66
07/04/2021,503.78
06/04/2021,501.51
01/04/2021,499.98
31/03/2021,502.28
30/03/2021,500.02
29/03/2021,500.24
26/03/2021,499.91
25/03/2021,495.55
24/03/2021,494.29
23/03/2021,492.68
22/03/2021,490.36
19/03/2021,491.03
18/03/2021,493.48
17/03/2021,493.84
16/03/2021,491.55
15/03/2021,488.47
12/03/2021,491.26
11/03/2021,492.44
10/03/2021,487.49
09/03/2021,488.05
08/03/2021,494.08
05/03/2021,493.78
04/03/2021,495.18
02/03/2021,498.53
01/03/2021,502.34
26/02/2021,495.58
25/02/2021,497.92
24/02/2021,498.02
23/02/2021,497.65
22/02/2021,498.45
19/02/2021,501.36
18/02/2021,500.53
17/02/2021,499.76
16/02/2021,499.09
15/02/2021,494.79
12/02/2021,496.75
11/02/2021,491.21
10/02/2021,494.34
09/02/2021,496.30
08/02/2021,494.39
05/02/2021,494.51
04/02/2021,498.34
03/02/2021,502.50
02/02/2021,500.30
01/02/2021,497.38
29/01/2021,499.38
28/01/2021,498.90
27/01/2021,506.98
26/01/2021,504.69
25/01/2021,503.37
22/01/2021,502.30
21/01/2021,499.85
20/01/2021,488.73
19/01/2021,476.94
18/01/2021,470.35
15/01/2021,465.71
14/01/2021,457.40
13/01/2021,454.77
12/01/2021,452.50
11/01/2021,453.92
08/01/2021,451.31
07/01/2021,449.88
06/01/2021,447.45
05/01/2021,449.47
04/01/2021,446.94
30/12/2020,447.53
29/12/2020,446.79
23/12/2020,444.67
22/12/2020,443.12
21/12/2020,441.78
18/12/2020,442.30
17/12/2020,439.59
16/12/2020,439.89
15/12/2020,437.68
14/12/2020,438.26
11/12/2020,438.45
10/12/2020,436.78
09/12/2020,437.44
08/12/2020,435.29
07/12/2020,433.18
04/12/2020,429.25
03/12/2020,426.91
02/12/2020,427.28
01/12/2020,427.87
30/11/2020,423.33
27/11/2020,425.70
26/11/2020,424.62
25/11/2020,422.39
24/11/2020,424.87
23/11/2020,424.42
20/11/2020,426.40
19/11/2020,422.86
18/11/2020,425.66
17/11/2020,425.65
16/11/2020,422.84
13/11/2020,425.62
12/11/2020,428.07
11/11/2020,428.63
10/11/2020,428.62
09/11/2020,425.96
06/11/2020,424.94
05/11/2020,425.91
04/11/2020,427.69
03/11/2020,427.36
02/11/2020,429.38
30/10/2020,427.94
29/10/2020,424.09
28/10/2020,423.69
27/10/2020,426.40
26/10/2020,429.72
23/10/2020,427.07
22/10/2020,429.66
21/10/2020,428.00
20/10/2020,428.07
19/10/2020,428.97
16/10/2020,429.83
15/10/2020,425.35
14/10/2020,425.96
13/10/2020,424.46
12/10/2020,425.93
09/10/2020,423.27
08/10/2020,421.65
07/10/2020,422.00
06/10/2020,422.19
05/10/2020,421.91
02/10/2020,420.33
01/10/2020,425.63
30/09/2020,427.55
29/09/2020,426.90
28/09/2020,426.43
25/09/2020,422.58
24/09/2020,425.21
23/09/2020,425.11
21/09/2020,423.59
18/09/2020,424.97
17/09/2020,429.60
16/09/2020,429.81
15/09/2020,430.66
14/09/2020,430.91
11/09/2020,431.95
10/09/2020,430.51
09/09/2020,435.07
08/09/2020,434.26
04/09/2020,435.11
03/09/2020,434.77
02/09/2020,431.75
01/09/2020,430.87
31/08/2020,434.21
28/08/2020,432.51
27/08/2020,430.86
26/08/2020,437.61
25/08/2020,433.71
24/08/2020,435.17
21/08/2020,435.14
20/08/2020,435.81
19/08/2020,434.46
18/08/2020,433.44
17/08/2020,433.61
14/08/2020,433.21
13/08/2020,435.61
12/08/2020,435.59
11/08/2020,435.62
10/08/2020,431.99
07/08/2020,430.87
06/08/2020,433.08
05/08/2020,434.56
04/08/2020,436.91
03/08/2020,436.59
31/07/2020,436.45
30/07/2020,439.60
29/07/2020,438.16
28/07/2020,438.22
27/07/2020,439.88
24/07/2020,440.18
23/07/2020,440.63
22/07/2020,439.71
21/07/2020,441.46
20/07/2020,442.02
17/07/2020,442.27
16/07/2020,444.77
15/07/2020,442.17
14/07/2020,441.32
13/07/2020,443.73
10/07/2020,444.23
09/07/2020,445.52
08/07/2020,448.19
07/07/2020,446.22
06/07/2020,447.12
03/07/2020,449.82
02/07/2020,452.52
01/07/2020,453.03
30/06/2020,453.26
29/06/2020,453.92
26/06/2020,455.15
25/06/2020,456.02
24/06/2020,455.24
23/06/2020,455.12
22/06/2020,457.22
19/06/2020,459.87
18/06/2020,459.09
17/06/2020,459.46
16/06/2020,457.53
15/06/2020,458.81
12/06/2020,456.39
11/06/2020,452.47
10/06/2020,462.28
09/06/2020,465.68
08/06/2020,465.84
05/06/2020,467.21
04/06/2020,462.10
03/06/2020,458.87
02/06/2020,461.03
01/06/2020,461.06
29/05/2020,452.71
28/05/2020,453.76
27/05/2020,452.92
26/05/2020,451.56
22/05/2020,450.22
21/05/2020,449.56
20/05/2020,449.45
19/05/2020,451.33
18/05/2020,449.75
15/05/2020,450.13
14/05/2020,449.51
13/05/2020,452.98
12/05/2020,451.78
11/05/2020,449.77
08/05/2020,448.82
07/05/2020,446.95
05/05/2020,448.37
04/05/2020,447.74
30/04/2020,447.45
29/04/2020,449.39
28/04/2020,447.70
27/04/2020,445.33
24/04/2020,448.61
23/04/2020,442.63
22/04/2020,435.38
21/04/2020,429.12
16/04/2020,447.27
15/04/2020,453.20
14/04/2020,459.55
09/04/2020,445.43
08/04/2020,435.55
07/04/2020,433.39
06/04/2020,427.78
03/04/2020,423.34
02/04/2020,421.69
01/04/2020,417.64
31/03/2020,419.35
30/03/2020,420.07
27/03/2020,421.68
26/03/2020,423.07
25/03/2020,426.13
24/03/2020,418.88
23/03/2020,406.90
20/03/2020,413.03
19/03/2020,405.80
18/03/2020,416.39
17/03/2020,422.40
16/03/2020,423.96
13/03/2020,447.95
12/03/2020,457.61
11/03/2020,495.12
10/03/2020,494.81
09/03/2020,475.63
06/03/2020,529.93
05/03/2020,536.40
04/03/2020,543.21
02/03/2020,546.75
28/02/2020,550.25
27/02/2020,548.71
26/02/2020,546.39
25/02/2020,545.01
24/02/2020,550.44
21/02/2020,552.24
20/02/2020,548.03
19/02/2020,548.91
18/02/2020,550.97
17/02/2020,560.47
14/02/2020,558.70
13/02/2020,563.46
12/02/2020,568.67
11/02/2020,570.67
10/02/2020,570.42
07/02/2020,569.62
06/02/2020,570.05
05/02/2020,570.36
04/02/2020,575.15
03/02/2020,573.96
31/01/2020,575.87
30/01/2020,574.27
29/01/2020,576.51
28/01/2020,578.05
27/01/2020,579.49
24/01/2020,582.81
23/01/2020,583.41
22/01/2020,584.90
21/01/2020,585.28
