g,eta,a_priv,a_soc,A_priv,A_soc,L_priv,L_soc,S_priv,S_soc,S_gap,t_star
1.73,2.23,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.232342888888889,0.0,12.232342888888889,0.895
1.74,2.24,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.287196444444445,0.0,12.287196444444445,0.895
1.75,2.25,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.34205,0.0,12.34205,0.895
1.76,2.26,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.396903555555554,0.0,12.396903555555554,0.895
1.77,2.27,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.451757111111112,0.0,12.451757111111112,0.895
1.78,2.2800000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.506610666666669,0.0,12.506610666666669,0.895
1.79,2.29,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.561464222222222,0.0,12.561464222222222,0.895
1.8,2.3,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.616317777777777,0.0,12.616317777777777,0.895
1.81,2.31,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.671171333333334,0.0,12.671171333333334,0.895
1.82,2.3200000000000003,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.72602488888889,0.0,12.72602488888889,0.895
1.83,2.33,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.780878444444445,0.0,12.780878444444445,0.895
1.84,2.34,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.835731999999998,0.0,12.835731999999998,0.895
1.85,2.35,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.890585555555557,0.0,12.890585555555557,0.895
1.86,2.3600000000000003,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.945439111111114,0.0,12.945439111111114,0.895
1.87,2.37,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.000292666666667,0.0,13.000292666666667,0.895
1.8800000000000001,2.38,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.055146222222222,0.0,13.055146222222222,0.895
1.8900000000000001,2.39,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.109999777777778,0.0,13.109999777777778,0.895
1.9000000000000001,2.4000000000000004,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.164853333333335,0.0,13.164853333333335,0.895
1.9100000000000001,2.41,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.21970688888889,0.0,13.21970688888889,0.895
1.92,2.42,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.274560444444443,0.0,13.274560444444443,0.895
1.93,2.4299999999999997,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.329413999999998,0.0,13.329413999999998,0.895
1.94,2.44,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.384267555555555,0.0,13.384267555555555,0.895
1.95,2.45,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.439121111111112,0.0,13.439121111111112,0.895
1.96,2.46,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.493974666666666,0.0,13.493974666666666,0.895
1.97,2.4699999999999998,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.548828222222221,0.0,13.548828222222221,0.895
1.98,2.48,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.603681777777778,0.0,13.603681777777778,0.895
1.99,2.49,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.658535333333335,0.0,13.658535333333335,0.895
2.0,2.5,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,13.71338888888889,0.0,13.71338888888889,0.895
