date,country,GaR,prob_neg,ES,ER,mean,std,iqr_05_95,skew,kurt,GaR_st,mean_st,std_st,scale_st,alpha_st,nu_st,skew_st,sse_st,n_train,quarter
01/12/2014,BRAZIL,-0.014488444437927836,0.27335691173494925,-0.025081224429041253,0.03828962211178041,0.008066931331748243,0.01331027876091659,0.048607996009059254,0.017393714452166004,1.250292611408311,-0.01448844451410161,0.008458391015406547,0.015385189199947117,0.013981412862818076,0.7167504282018278,6.025296883135351,0.5825639191371593,2.7723290551180123e-19,580,2014Q4
01/12/2015,BRAZIL,-0.05188056127228307,0.9466410764477357,-0.0599077717829601,0.005091813190712937,-0.027491617780584295,0.013498922848347219,0.052831629649063766,0.03488876085273309,1.276048735972723,-0.051880562231358646,-0.027145262025454142,0.018071468596057214,0.01316708742447503,0.580386797877372,3.7463149315078517,0.5019683950548681,1.8228260851945523e-18,640,2015Q4
01/12/2016,BRAZIL,-0.025165433476945213,0.71949502800105,-0.02940494108936133,0.021213659493495296,-0.005990262543147698,0.011283880422596844,0.03864395171164072,0.015467857841633645,1.2958685330814728,-0.025165433507403225,-0.006402020279618645,0.011848290041569115,0.012423629142395748,0.7233257460471061,15.152881661822445,0.5860780264595653,1.8373380066455909e-19,704,2016Q4
01/12/2017,BRAZIL,0.008822305340127429,0.0,0.005872690176339304,0.049582410124657014,0.025447836729290893,0.0101342935203595,0.033226117664282406,-0.0683971276406878,1.1841681412753464,0.008627408669948737,0.025248386788332987,0.010104518908666933,0.010107802604006266,-0.034760107082416586,16848.88355792299,-0.03473912638202523,1.4038548244380966e-07,772,2017Q4
01/12/2018,BRAZIL,-0.0041165532001101665,0.09315337594622336,-0.008174217667338637,0.05151919621617226,0.01713512391736653,0.0125048066142717,0.048411089845676145,-0.042298583721320525,1.3864142223536569,-0.004116552993167858,0.017027446509347927,0.016616217885002855,0.01394654925604913,1.2206909626113713,3.958178830822673,0.7735680405099451,2.7876430420511406e-19,840,2018Q4
01/12/2019,BRAZIL,0.003460171781807811,0.03338985537004262,-0.0017477476236126346,0.043930055464220345,0.019234567724926467,0.009306879561592532,0.03381444199254624,-0.010846385263725283,1.3406797801245016,0.0034601714850618446,0.019059306723649996,0.01069519521702817,0.010470984564926724,1.0004493965687975,6.369760901366831,0.707265613327189,2.1738242324286467e-19,908,2019Q4
01/12/2020,BRAZIL,-0.026753738414143125,0.42912221608434986,-0.038396459943990796,0.048304881833978394,0.0038287260545358127,0.013731026516531571,0.062200233689267095,0.18265671002532644,1.5260846546718756,-0.026736018149799968,0.004164856409454915,0.0537649226843616,0.011734080829485698,0.056064726106925616,2.1,0.055976820461367774,7.50473576825339e-09,976,2020Q4
01/12/2021,BRAZIL,-0.016829148799677555,0.14468214660838286,-0.026342908953765933,0.06684992788985596,0.01562314863376306,0.012476659534913018,0.06158394559262225,0.052569108232447044,1.5992332293701168,-0.016598348527222827,0.014549156694858921,0.05318533951808397,0.011622256129288142,-0.18146757272869551,2.100000000001537,-0.17855149209533053,1.2475226663593908e-06,1044,2021Q4
01/12/2022,BRAZIL,-0.015728069025501095,0.10846044305750145,-0.02873430904801673,0.07564170372483067,0.023791870803282142,0.013580252578211813,0.07188239079290024,-0.02656833131394873,1.7922459805856956,-0.015228074526158283,0.022054304978231278,0.06377618827195583,0.014027936261444716,-0.4675898108279529,2.100000000000015,-0.4235720386611409,5.1225905464803525e-06,1112,2022Q4
01/12/2023,BRAZIL,0.009689186690943916,0.0,0.0025737890412175363,0.07865516238222038,0.026056360200260975,0.009444503943973686,0.04021795409066073,0.1754907861175143,1.3685291909132544,0.00964348390626747,0.026962218242629406,0.04120904666230812,0.009255103671170016,1.3263677921155006,2.1,0.7984878684696146,7.121044746489427e-08,1180,2023Q4
01/12/2024,BRAZIL,0.0016593401297031775,0.04496417128221544,-0.006578331476576063,0.07922228142245112,0.040287763649737844,0.01131306687403349,0.06384954250616814,-0.18089073095957703,1.9427488952502148,0.002304213664079925,0.037517840030408006,0.062472676736310975,0.013981884523961043,-1.1335057094536476,2.1,-0.7498877725968052,8.312744748619089e-06,1248,2024Q4
01/12/2025,BRAZIL,0.0027995245267182917,0.040325538901919034,-0.004434791933744832,0.06092728424502058,0.022801943090946505,0.010235824980007214,0.045356682319877724,0.13957834766483915,1.5052038756714614,0.0027995245033857925,0.02387602077845998,0.03376215679512944,0.009329840277233119,0.6215003410864358,2.158895557668786,0.5278598213694635,2.7351170454972514e-21,1316,2025Q4
01/03/2003,BULGARIA,,,,,,,,,,,,,,,,,,45,2003Q1
