countryname,bankname,date,lt_borrow,st_borrow,tot_asset,cash_and_st_investments,net_income,net_rev,prof_margin,equity_book,bonds,total_liab,DP
brazil,abc_brasil,2021-09-01,12150856884.87,32372221320.549995,49078770088.01,,,,,4555691882.59,12150856884.87,44523078205.42,38447649762.98499
brazil,abc_brasil,2021-12-01,12345026302.73,31493677877.679996,48509362115.03,,,,,4670657934.62,12345026302.73,43838704180.409996,37666191029.045
brazil,abc_brasil,2022-03-01,14018464231.52,26305835067.069996,45099488073.38,,,,,4775188774.79,14018464231.52,40324299298.59,33315067182.829994
brazil,abc_brasil,2022-06-01,15374139698.99,29173701476.340004,49459856799.11,,,,,4912015623.78,15374139698.99,44547841175.33,36860771325.83501
brazil,abc_brasil,2022-09-01,16595145128.54,29554594164.479996,51221801329.67,,,,,5072062036.65,16595145128.54,46149739293.02,37852166728.75
brazil,abc_brasil,2022-12-01,17351698076.59,33563491869.499996,56122593456.63,,,,,5207403510.54,17351698076.59,50915189946.09,42239340907.795
brazil,abc_brasil,2023-03-01,17015763249.9,30490000412.620003,52810022632.33,,,,,5304258969.81,17015763249.9,47505763662.520004,38997882037.57
brazil,abc_brasil,2023-06-01,18736716134.79,29484525509.07,53643964437.93,,,,,5422722794.07,18736716134.79,48221241643.86,38852883576.465
brazil,abc_brasil,2023-09-01,19393512375.21,30461472739.259995,55578242010.27,,,,,5723256895.8,19393512375.21,49854985114.46999,40158228926.86499
brazil,abc_brasil,2023-12-01,19805243658.62,33810132305.580006,59500746413.23,,,,,5885370449.03,19805243658.62,53615375964.200005,43712754134.89001
brazil,abc_brasil,2024-03-01,21283659193.84,32820699231.55,60251417832.34,,,,,6147059406.95,21283659193.84,54104358425.39,43462528828.47
brazil,abc_brasil,2024-06-01,21587539294.36,39762165659.57,67603052413.96,,,,,6253347460.03,21587539294.36,61349704953.93,50555935306.75
brazil,abc_brasil,2024-09-01,22184641614.85,41664369207.71,70245093413.04,,,,,6396082590.48,22184641614.85,63849010822.56,52756690015.134995
brazil,abc_brasil,2024-12-01,23149895505.53,42120414339.12001,71681420864.71,,,,,6411111020.06,23149895505.53,65270309844.65001,53695362091.88501
brazil,abc_brasil,2025-03-01,23621808634.66,34126403902.56,64235791331.55,,,,,6487578794.33,23621808634.66,57748212537.22,45937308219.89
brazil,abc_brasil,2025-06-01,24306623789.31,33527592477.250004,64438275895.26,,,,,6604059628.7,24306623789.31,57834216266.560005,45680904371.90501
brazil,abc_brasil,2025-09-01,24258525985.75,32257175895.519997,63238743841.59,,,,,6723041960.32,24258525985.75,56515701881.27,44386438888.395
brazil,abc_brasil,2025-12-01,24951603766.96,34588680429.86,66316410235.62,,,,,6776126038.8,24951603766.96,59540284196.82,47064482313.34
brazil,abc_brasil,2026-03-01,26141154262.51,35977096437.869995,69283220969.0,,,,,7164970268.62,26141154262.51,62118250700.38,49047673569.12499
brazil,banco_bmg,2014-03-01,2122427169.19,18867714484.7,24418268800.72,,,,,3428127146.83,2122427169.19,20990141653.89,19928928069.295002
brazil,banco_bmg,2014-06-01,2284605606.12,16281121289.240002,22029015839.24,,,,,3463288943.88,2284605606.12,18565726895.36,17423424092.300003
brazil,banco_bmg,2014-09-01,2548692038.14,12546664588.52,18656358441.27,,,,,3561001814.61,2548692038.14,15095356626.66,13821010607.59
brazil,banco_bmg,2014-12-01,2979098269.3,10500540729.84,17011941443.41,,,,,3532302444.27,2979098269.3,13479638999.14,11990089864.49
brazil,banco_bmg,2015-03-01,3163122088.03,10971659421.129997,17350055291.19,,,,,3215273782.03,3163122088.03,14134781509.159998,12553220465.144997
brazil,banco_bmg,2015-06-01,3058339118.17,11039487259.8,17265003802.16,,,,,3167177424.19,3058339118.17,14097826377.97,12568656818.884998
brazil,banco_bmg,2015-09-01,3227556197.71,11422253443.029999,17769405994.44,,,,,3119596353.7,3227556197.71,14649809640.739998,13036031541.884998
brazil,banco_bmg,2015-12-01,3388428254.6,10619921148.939999,17153203214.8,,,,,3144853811.26,3388428254.6,14008349403.539999,12314135276.239998
brazil,banco_bmg,2016-03-01,2923184062.66,10678484186.68,16738301152.6,,,,,3136632903.26,2923184062.66,13601668249.34,12140076218.01
brazil,banco_bmg,2016-06-01,2116517387.86,11309303750.0,16421543692.77,,,,,2995722554.91,2116517387.86,13425821137.86,12367562443.93
brazil,banco_bmg,2016-09-01,2169660181.12,11586588144.689999,16855592878.55,,,,,3099344552.74,2169660181.12,13756248325.81,12671418235.249998
brazil,banco_bmg,2016-12-01,1810694222.46,11213219186.98,15667162453.52,,,,,2643249044.08,1810694222.46,13023913409.44,12118566298.21
brazil,banco_bmg,2017-03-01,1393627164.02,11341191918.95,15377861094.67,,,,,2643042011.7,1393627164.02,12734819082.970001,12038005500.960001
brazil,banco_bmg,2017-06-01,1049750484.9,11890096724.36,15587937287.41,,,,,2648090078.15,1049750484.9,12939847209.26,12414971966.810001
brazil,banco_bmg,2017-09-01,1073732701.73,12566880540.08,16287200456.96,,,,,2646587215.15,1073732701.73,13640613241.81,13103746890.945
brazil,banco_bmg,2017-12-01,1118776117.3,12587544429.52,16309867990.66,,,,,2603547443.84,1118776117.3,13706320546.82,13146932488.17
brazil,banco_bmg,2018-03-01,948784479.14,12581290117.63,16197536664.3,,,,,2667462067.53,948784479.14,13530074596.769999,13055682357.199999
brazil,banco_bmg,2018-06-01,579353153.97,12905730232.42,16220351229.55,,,,,2735267843.16,579353153.97,13485083386.39,13195406809.405
brazil,banco_bmg,2018-09-01,603262436.93,13612863208.300001,17006208639.04,,,,,2790082993.81,603262436.93,14216125645.230001,13914494426.765001
brazil,banco_bmg,2018-12-01,525901390.5,13774180525.87,16981468270.29,,,,,2681386353.92,525901390.5,14300081916.37,14037131221.12
brazil,banco_bmg,2019-03-01,463444763.44,13695453080.989998,16872630296.46,,,,,2713732452.03,463444763.44,14158897844.429998,13927175462.709997
brazil,banco_bmg,2019-06-01,600917574.15,14031741211.860003,17374019377.4,,,,,2741360591.39,600917574.15,14632658786.010002,14332199998.935003
brazil,banco_bmg,2019-09-01,718422577.96,14595646844.45,18088422262.28,,,,,2774352839.87,718422577.96,15314069422.41,14954858133.43
brazil,banco_bmg,2019-12-01,726837197.81,14156390241.199999,18962273999.6,,,,,4079046560.59,726837197.81,14883227439.009998,14519808840.105
brazil,banco_bmg,2020-03-01,1126757070.34,15221689446.109999,20366842332.19,,,,,4018395815.74,1126757070.34,16348446516.449999,15785067981.279999
brazil,banco_bmg,2020-06-01,1951143193.26,16542890027.439997,22590798628.6,,,,,4096765407.9,1951143193.26,18494033220.699997,17518461624.069996
brazil,banco_bmg,2020-09-01,2868916917.25,18194140639.69,25184224428.96,,,,,4121166872.02,2868916917.25,21063057556.94,19628599098.315
brazil,banco_bmg,2020-12-01,3813728306.54,20295011486.27,28346023243.04,,,,,4237283450.23,3813728306.54,24108739792.81,22201875639.54
brazil,banco_bmg,2021-03-01,3785117660.57,20263108813.74,28201313308.66,,,,,4153086834.35,3785117660.57,24048226474.31,22155667644.025
brazil,banco_bmg,2021-06-01,2101388222.4,24084496893.66,30378084675.41,,,,,4192199559.35,2101388222.4,26185885116.06,25135191004.86
brazil,banco_bmg,2021-09-01,1320264422.48,27631341610.3,33085805585.73,,,,,4134199552.95,1320264422.48,28951606032.78,28291473821.54
brazil,banco_bmg,2021-12-01,2373376254.54,27122934529.059998,33572725641.55,,,,,4076414857.95,2373376254.54,29496310783.6,28309622656.329998
brazil,banco_bmg,2022-03-01,2175495165.31,27374119354.749996,33608935322.32,,,,,4059320802.26,2175495165.31,29549614520.059998,28461866937.404995
brazil,banco_bmg,2022-06-01,2551825859.48,33239122471.250004,39852495916.93,,,,,4061547586.2,2551825859.48,35790948330.73,34515035400.990005
brazil,banco_bmg,2022-09-01,2910275717.3,35589151920.020004,42599259873.41,,,,,4099832236.09,2910275717.3,38499427637.32001,37044289778.670006
brazil,banco_bmg,2022-12-01,1919387640.59,37500525862.07001,43625406417.54,,,,,4205492914.88,1919387640.59,39419913502.66,38460219682.365005
brazil,banco_bmg,2023-03-01,1981705152.8,37022630645.75,43165765126.98,,,,,4161429328.43,1981705152.8,39004335798.55,38013483222.15
brazil,banco_bmg,2023-06-01,3766349100.07,35733878241.32,43590550519.36,,,,,4090323177.97,3766349100.07,39500227341.39,37617052791.355
brazil,banco_bmg,2023-09-01,3305308089.17,35791409195.96001,42993037886.47,,,,,3896320601.34,3305308089.17,39096717285.130005,37444063240.545006
brazil,banco_bmg,2023-12-01,4160267508.08,35361736712.17,43447277095.84,,,,,3925272875.59,4160267508.08,39522004220.25,37441870466.21
brazil,banco_bmg,2024-03-01,3838936199.72,37732795391.65,45557769694.87,,,,,3986038103.5,3838936199.72,41571731591.37,39652263491.51
brazil,banco_bmg,2024-06-01,4598637239.96,36911925569.00001,45631089424.23,,,,,4120526615.27,4598637239.96,41510562808.96001,39211244188.98001
brazil,banco_bmg,2024-09-01,5572126227.78,35258671648.67,45088631743.67,,,,,4257833867.22,5572126227.78,40830797876.45,38044734762.56
brazil,banco_bmg,2024-12-01,5871382162.66,38366770261.06,48543894431.13,,,,,4305742007.41,5871382162.66,44238152423.72,41302461342.39
brazil,banco_bmg,2025-03-01,5774809402.87,40073203757.03,49496545100.76,,,,,3648531940.86,5774809402.87,45848013159.9,42960608458.465
brazil,banco_bmg,2025-06-01,7834013763.98,36055448276.89,47620674598.26,,,,,3731212557.39,7834013763.98,43889462040.87,39972455158.88
brazil,banco_bmg,2025-09-01,8136416878.23,35632161928.76001,47614775497.37,,,,,3846196690.38,8136416878.23,43768578806.990005,39700370367.87501
brazil,banco_bmg,2025-12-01,8402109567.02,35581568781.020004,47899896319.06,,,,,3916217971.02,8402109567.02,43983678348.04,39782623564.53001
brazil,banco_bmg,2026-03-01,8462574813.2,36808396400.670006,49511918093.76,,,,,4240946879.89,8462574813.2,45270971213.87,41039683807.270004
brazil,banco_do_brasil,2014-03-01,140516883996.55,1071171526456.6499,1283354458305.63,,,,,71666047852.43,140516883996.55,1211688410453.2,1141429968454.9248
brazil,banco_do_brasil,2014-06-01,149362281629.38,1086947324745.2699,1305960804103.41,,,,,69651197728.76,149362281629.38,1236309606374.65,1161628465559.96
brazil,banco_do_brasil,2014-09-01,154745234869.0,1103933118559.33,1329812437269.49,,,,,71134083841.16,154745234869.0,1258678353428.33,1181305735993.83
brazil,banco_do_brasil,2014-12-01,158066511194.38,1099087569700.0599,1327429074212.56,,,,,70274993318.12,158066511194.38,1257154080894.44,1178120825297.25
brazil,banco_do_brasil,2015-03-01,182372802760.5,1149799557873.23,1405488008000.45,,,,,73315647366.72,182372802760.5,1332172360633.73,1240985959253.48
brazil,banco_do_brasil,2015-06-01,187068629568.48,1113258041903.77,1372861144621.55,,,,,72534473149.3,187068629568.48,1300326671472.25,1206792356688.01
brazil,banco_do_brasil,2015-09-01,195430211375.46,1135194022068.74,1403991805262.02,,,,,73367571817.82,195430211375.46,1330624233444.2,1232909127756.47
brazil,banco_do_brasil,2015-12-01,185593532584.3,1146691190698.42,1403599145267.21,,,,,71314421984.49,185593532584.3,1332284723282.72,1239487956990.5698
brazil,banco_do_brasil,2016-03-01,177556069922.27,1155666605222.24,1406846003017.25,,,,,73623327872.74,177556069922.27,1333222675144.51,1244444640183.375
brazil,banco_do_brasil,2016-06-01,172617150712.91,1201214248513.56,1446930323309.46,,,,,73098924082.99,172617150712.91,1373831399226.47,1287522823870.0151
brazil,banco_do_brasil,2016-09-01,171671341886.49,1203010537491.33,1449721367771.57,,,,,75039488393.75,171671341886.49,1374681879377.82,1288846208434.5752
brazil,banco_do_brasil,2016-12-01,163269347402.14,1163703242630.42,1403675566791.34,,,,,76702976758.78,163269347402.14,1326972590032.56,1245337916331.49
brazil,banco_do_brasil,2017-03-01,154353032608.14,1166361289638.04,1399745843366.94,,,,,79031521120.76,154353032608.14,1320714322246.18,1243537805942.11
brazil,banco_do_brasil,2017-06-01,143016539216.75,1220151895667.28,1443368416694.79,,,,,80199981810.76,143016539216.75,1363168434884.03,1291660165275.655
brazil,banco_do_brasil,2017-09-01,134437263656.49,1180637969628.4802,1397650527272.86,,,,,82575293987.89,134437263656.49,1315075233284.9702,1247856601456.7253
brazil,banco_do_brasil,2017-12-01,130999889233.36,1148854718480.06,1367922565809.87,,,,,88067958096.45,130999889233.36,1279854607713.4202,1214354663096.74
brazil,banco_do_brasil,2018-03-01,128826836864.07,1201428966841.88,1420524993844.18,,,,,90269190138.23,128826836864.07,1330255803705.95,1265842385273.9148
brazil,banco_do_brasil,2018-06-01,131101666025.64,1225411382974.05,1448374132569.93,,,,,91861083570.24,131101666025.64,1356513048999.69,1290962215986.87
brazil,banco_do_brasil,2018-09-01,127247697360.19,1248814464783.87,1468808202951.44,,,,,92746040807.38,127247697360.19,1376062162144.06,1312438313463.965
brazil,banco_do_brasil,2018-12-01,121621116149.57,1203796870545.65,1417434155340.74,,,,,92016168645.52,121621116149.57,1325417986695.22,1264607428620.4348
brazil,banco_do_brasil,2019-03-01,126625431524.88,1294942392163.2803,1516147948604.78,,,,,94580124916.62,126625431524.88,1421567823688.1602,1358255107925.7202
brazil,banco_do_brasil,2019-06-01,128246273538.14,1321982043910.6802,1541886922293.78,,,,,91658604844.96,128246273538.14,1450228317448.82,1386105180679.7502
brazil,banco_do_brasil,2019-09-01,128915200916.71,1275865324986.41,1499244529074.45,,,,,94464003171.33,128915200916.71,1404780525903.1199,1340322925444.765
brazil,banco_do_brasil,2019-12-01,124713384714.43,1248849660528.69,1472484492363.38,,,,,98921447120.26,124713384714.43,1373563045243.1199,1311206352885.905
brazil,banco_do_brasil,2020-03-01,118929257690.93,1359727501645.09,1581042743431.58,,,,,102385984095.56,118929257690.93,1478656759336.02,1419192130490.5552
brazil,banco_do_brasil,2020-06-01,122888128493.45,1466333955194.4702,1694379512238.56,,,,,105157428550.64,122888128493.45,1589222083687.9202,1527778019441.1953
brazil,banco_do_brasil,2020-09-01,121264718502.91,1521129106141.47,1754708788462.19,,,,,112314963817.81,121264718502.91,1642393824644.38,1581761465392.925
brazil,banco_do_brasil,2020-12-01,118419565045.1,1477184363340.4397,1712544711210.64,,,,,116940782825.1,118419565045.1,1595603928385.5398,1536394145862.9897
brazil,banco_do_brasil,2021-03-01,119695501476.47,1567519461137.29,1815118154149.36,,,,,127903191535.6,119695501476.47,1687214962613.76,1627367211875.5251
brazil,banco_do_brasil,2021-06-01,114338080436.49,1593814303616.96,1843756572967.52,,,,,135604188914.07,114338080436.49,1708152384053.45,1650983343835.205
brazil,banco_do_brasil,2021-09-01,119618180568.63,1702841564324.6,1959470213076.63,,,,,137010468183.4,119618180568.63,1822459744893.23,1762650654608.915
brazil,banco_do_brasil,2021-12-01,125678179935.33,1658007426215.0498,1918208803990.18,,,,,134523197839.8,125678179935.33,1783685606150.38,1720846516182.7148
brazil,banco_do_brasil,2022-03-01,142302004680.41,1736832235617.6501,2021418240536.5,,,,,142284000238.44,142302004680.41,1879134240298.06,1807983237957.8552
brazil,banco_do_brasil,2022-06-01,156538125396.09,1773146721980.4,2075183054875.74,,,,,145498207499.25,156538125396.09,1929684847376.49,1851415784678.4448
brazil,banco_do_brasil,2022-09-01,166903167281.59,1812271126723.0,2127001170404.34,,,,,147826876399.75,166903167281.59,1979174294004.59,1895722710363.795
brazil,banco_do_brasil,2022-12-01,166479059522.83,1689396459196.8599,2010026525547.28,,,,,154151006827.59,166479059522.83,1855875518719.69,1772635988958.275
brazil,banco_do_brasil,2023-03-01,185603570674.15,1748104546842.34,2092967663915.57,,,,,159259546399.08,185603570674.15,1933708117516.49,1840906332179.415
brazil,banco_do_brasil,2023-06-01,213373004162.69,1708609223391.35,2079759534238.6,,,,,157777306684.56,213373004162.69,1921982227554.04,1815295725472.695
brazil,banco_do_brasil,2023-09-01,229092437442.75,1836683833569.29,2226820215080.65,,,,,161043944068.61,229092437442.75,2065776271012.04,1951230052290.665
brazil,banco_do_brasil,2023-12-01,236823334724.06,1751771741600.0898,2152538230501.63,,,,,163943154177.48,236823334724.06,1988595076324.15,1870183408962.1199
brazil,banco_do_brasil,2024-03-01,237194518948.02,1875706338871.9202,2282101722958.12,,,,,169200865138.18,237194518948.02,2112900857819.9402,1994303598345.9302
brazil,banco_do_brasil,2024-06-01,242050298136.42,1919585423811.4102,2334367942888.56,,,,,172732220940.73,242050298136.42,2161635721947.83,2040610572879.62
brazil,banco_do_brasil,2024-09-01,245774390474.01,2017821164270.8699,2442219638786.05,,,,,178624084041.17,245774390474.01,2263595554744.88,2140708359507.875
brazil,banco_do_brasil,2024-12-01,274961293467.07,1952430096378.07,2409480976558.0,,,,,182089586712.86,274961293467.07,2227391389845.14,2089910743111.605
brazil,banco_do_brasil,2025-03-01,296341195410.34,1949036586057.9202,2420957195834.81,,,,,175579414366.55,296341195410.34,2245377781468.2603,2097207183763.09
brazil,banco_do_brasil,2025-06-01,310394001737.68,1952863597518.1296,2438565534791.51,,,,,175307935535.7,310394001737.68,2263257599255.8096,2108060598386.9697
brazil,banco_do_brasil,2025-09-01,309365495778.23,2050330499757.65,2538286317706.65,,,,,178590322170.77,309365495778.23,2359695995535.88,2205013247646.7646
brazil,banco_do_brasil,2025-12-01,281575392677.52,1987048923408.75,2453521042455.96,,,,,184896726369.69,281575392677.52,2268624316086.27,2127836619747.51
brazil,banco_do_brasil,2026-03-01,258164738665.49,2160545935094.8801,2605723214959.39,,,,,187012541199.02,258164738665.49,2418710673760.37,2289628304427.625
brazil,banco_do_nordeste,2014-03-01,1453609528.63,30465225823.670002,34952720664.91,,,,,3033885312.61,1453609528.63,31918835352.300003,31192030587.985
brazil,banco_do_nordeste,2014-06-01,1421501891.76,31771452392.36,36407176134.5,,,,,3214221850.38,1421501891.76,33192954284.12,32482203338.24
brazil,banco_do_nordeste,2014-09-01,1609231930.9,33051368839.32,38060615071.71,,,,,3400014301.49,1609231930.9,34660600770.22,33855984804.77
brazil,banco_do_nordeste,2014-12-01,1685961138.14,33151221703.67,38204992323.28,,,,,3367809481.47,1685961138.14,34837182841.81,33994202272.739998
brazil,banco_do_nordeste,2015-03-01,2072580278.16,34299991948.48,39409982302.77,,,,,3037410076.13,2072580278.16,36372572226.64,35336282087.56
brazil,banco_do_nordeste,2015-06-01,2062726304.03,35643580665.020004,40573015117.0,,,,,2866708147.95,2062726304.03,37706306969.05,36674943817.035
brazil,banco_do_nordeste,2015-09-01,2466865907.91,36315062238.39,41524454800.39,,,,,2742526654.09,2466865907.91,38781928146.3,37548495192.345
brazil,banco_do_nordeste,2015-12-01,1419471674.64,37159277491.56,41421934876.17,,,,,2843185709.97,1419471674.64,38578749166.2,37869013328.88
brazil,banco_do_nordeste,2016-03-01,1337054700.49,37688075592.46,41994900284.64,,,,,2969769991.69,1337054700.49,39025130292.95,38356602942.705
brazil,banco_do_nordeste,2016-06-01,1231852698.77,38413627963.53,42680675821.27,,,,,3035195158.97,1231852698.77,39645480662.299995,39029554312.915
brazil,banco_do_nordeste,2016-09-01,1318834164.79,39222897078.159996,43567609057.53,,,,,3025877814.58,1318834164.79,40541731242.95,39882314160.55499
brazil,banco_do_nordeste,2016-12-01,1298869883.42,41659762815.06,46321127726.7,,,,,3362495028.22,1298869883.42,42958632698.479996,42309197756.77
brazil,banco_do_nordeste,2017-03-01,1290359415.01,43630635275.58,48351787018.19,,,,,3430792327.6,1290359415.01,44920994690.590004,44275814983.085
brazil,banco_do_nordeste,2017-06-01,1229973864.45,46096207162.98,50614702783.47,,,,,3288521756.04,1229973864.45,47326181027.43,46711194095.205
brazil,banco_do_nordeste,2017-09-01,1167776313.73,47412595544.98999,52067558605.77,,,,,3487186747.05,1167776313.73,48580371858.71999,47996483701.85499
brazil,banco_do_nordeste,2017-12-01,1189268335.85,49315631401.87,54046936649.31,,,,,3542036911.59,1189268335.85,50504899737.72,49910265569.795006
brazil,banco_do_nordeste,2018-03-01,1173448107.46,51772103014.14,56587670677.47,,,,,3642119555.87,1173448107.46,52945551121.6,52358827067.87
brazil,banco_do_nordeste,2018-06-01,1333220178.15,52720538774.479996,57826144025.25,,,,,3772385072.62,1333220178.15,54053758952.63,53387148863.55499
brazil,banco_do_nordeste,2018-09-01,1397035331.11,53516333297.590004,58788537355.15,,,,,3875168726.45,1397035331.11,54913368628.700005,54214850963.145004
brazil,banco_do_nordeste,2018-12-01,1311459395.19,53135482097.619995,58628962619.22,,,,,4182021126.41,1311459395.19,54446941492.81,53791211795.215
brazil,banco_do_nordeste,2019-03-01,1345496638.15,53927286874.649994,59771515616.38,,,,,4498732103.58,1345496638.15,55272783512.799995,54600035193.72499
brazil,banco_do_nordeste,2019-06-01,141563771.98,54810065094.27,59679411266.65,,,,,4727782400.4,141563771.98,54951628866.25,54880846980.259995
brazil,banco_do_nordeste,2019-09-01,117951393.85,54810268758.14001,60003255383.73,,,,,5075035231.74,117951393.85,54928220151.990005,54869244455.06501
brazil,banco_do_nordeste,2019-12-01,46106629.57,53157259708.34,58630771357.67,,,,,5427405019.76,46106629.57,53203366337.909996,53180313023.125
brazil,banco_do_nordeste,2020-03-01,11500189.03,53492914994.43,59121464258.77,,,,,5617049075.31,11500189.03,53504415183.46,53498665088.945
brazil,banco_do_nordeste,2020-06-01,1216679.73,53129857231.61,59019670488.41,,,,,5888596577.07,1216679.73,53131073911.340004,53130465571.475
brazil,banco_do_nordeste,2020-09-01,6003482.74,51453411665.07,57668880670.13,,,,,6209465522.32,6003482.74,51459415147.81,51456413406.44
brazil,banco_do_nordeste,2020-12-01,1177998.45,55644486548.26,61817639519.09,,,,,6171974972.38,1177998.45,55645664546.71,55645075547.485
brazil,banco_do_nordeste,2021-03-01,5683580.11,55264005488.64,61804560624.1,,,,,6534871555.35,5683580.11,55269689068.75,55266847278.695
brazil,banco_do_nordeste,2021-06-01,2513739.88,55865212502.450005,62807676245.64,,,,,6939950003.31,2513739.88,55867726242.33,55866469372.39001
brazil,banco_do_nordeste,2021-09-01,13949054.72,53394036756.009995,60535639160.81,,,,,7127653350.08,13949054.72,53407985810.729996,53401011283.369995
brazil,banco_do_nordeste,2021-12-01,6694169.14,52816312586.46,60302034380.85,,,,,7479027625.25,6694169.14,52823006755.6,52819659671.03
brazil,banco_do_nordeste,2022-03-01,29353386.11,55042122332.63,63006496021.95,,,,,7935020303.21,29353386.11,55071475718.74,55056799025.685
brazil,banco_do_nordeste,2022-06-01,9392251.39,56806096958.520004,65005840803.75,,,,,8190351593.84,9392251.39,56815489209.91,56810793084.215004
brazil,banco_do_nordeste,2022-09-01,40456507.51,55139420028.27,63769067573.06,,,,,8589191037.28,40456507.51,55179876535.78,55159648282.024994
brazil,banco_do_nordeste,2022-12-01,11798760.41,54159237177.6,63167036349.62,,,,,8996000411.61,11798760.41,54171035938.01,54165136557.805
brazil,banco_do_nordeste,2023-03-01,42393073.16,56605088193.64,66143327360.15,,,,,9495846093.35,42393073.16,56647481266.8,56626284730.22
brazil,banco_do_nordeste,2023-06-01,12071316.69,56942364043.33,66839287535.54,,,,,9884852175.52,12071316.69,56954435360.020004,56948399701.675
brazil,banco_do_nordeste,2023-09-01,42385888.76,54537758824.42,64870532335.64,,,,,10290387622.46,42385888.76,54580144713.18,54558951768.799995
brazil,banco_do_nordeste,2023-12-01,10906047.87,55011807794.1,65763917955.01,,,,,10741204113.04,10906047.87,55022713841.97,55017260818.034996
