country,quarter,EMBI_bps,JLoss,GaR,GaR_st,prob_neg,ES,skew,std,g_GDP,VIX,JLoss_x_GaR,t
chile,2020Q2,255.8672222222222,3.23630532195007,-0.1605230174139363,-0.1596708896770446,1.0,-0.2349579700118723,0.0110023407920622,0.0129398114167188,-4.63108017679045,1.39430363129996,-0.5195014955522058,2020Q2
chile,2020Q3,182.49193749999998,2.501270546018441,-0.0936874480072956,-0.092789524350958,1.0,-0.1762307985897339,-0.0461185972426404,0.0123412937619359,-3.3284698129341,0.866953338089065,-0.23433765423228256,2020Q3
chile,2020Q4,156.66549999999998,2.364649028036863,-0.0154835307262679,-0.0150167927600717,0.1306736452244275,-0.0362449205400667,0.4931173370076775,0.0113686565662136,-1.05780432561276,0.396754308181813,-0.0366131158824483,2020Q4
chile,2021Q1,135.01442622950822,2.25859599069473,-0.0088325805745133,-0.0088325806805302,0.1047344486953239,-0.0156659907935413,0.3235388397836858,0.0123801802826216,-0.948622544145738,-0.0383746283345658,-0.01994923107308389,2021Q1
chile,2021Q2,132.22460317460317,2.8496608128236933,0.0790498347934979,0.0789005178893451,0.0,0.0782488810305596,-0.532929900422122,0.0154141267131746,3.27635770183622,-0.502079196502767,0.22526521647121792,2021Q2
chile,2021Q3,141.23414062499998,3.0874376877112257,0.0257918625054846,0.0265114204459809,0.0,0.006680827796136,-0.4366236866803309,0.0228091292143732,2.78779349948408,0.447411109746407,0.07963076833569924,2021Q3
chile,2021Q4,155.10491935483873,11.687060491128085,0.001585689969659,0.0015856912178601,0.0384394289724594,-0.0018434009590707,-0.5440160241626804,0.0269255382173857,1.68613840367131,-0.321533160157165,0.01853205459557979,2021Q4
colombia,2010Q1,210.14303278688527,2.1995507199109885,0.0458627017075521,0.0445527595779697,0.0,0.0399294777409842,0.5855899662679445,0.0108471832447149,0.0409324180502906,-0.290184201366829,0.10087733855790915,2010Q1
colombia,2010Q2,208.63836507936512,2.1651721652063607,0.0059989579976451,0.0075675079576677,0.0,0.0024788819293954,-0.1414276953034788,0.0185297543578165,0.224833474875943,1.72681265003247,0.012988776876743257,2010Q2
colombia,2010Q3,179.54403125,2.2921548718431177,0.0348337747452145,0.0351104646324842,0.0,0.0235153421490957,0.4286919875812651,0.0112027894607399,0.0808692073850832,0.436886640052034,0.07984440648692917,2010Q3
colombia,2010Q4,156.74870967741936,2.926477970410778,0.0483141708712128,0.0485370846908745,0.0,0.041474460009756,0.7213189828271795,0.012637303603411,0.400898026058046,-0.271144703064535,0.14139035671326639,2010Q4
colombia,2011Q1,150.90417741935485,2.1719191665645594,0.0454951798952746,0.0458174267093331,0.0,0.0447179013371364,0.2110423772902352,0.0142444720050441,0.760194836682892,-0.272334671708428,0.09881185320084951,2011Q1
colombia,2011Q2,147.749,2.1616654622887586,0.0543116980433577,0.0550561486036077,0.0,0.0523494200354918,0.443422507161504,0.0095684796324896,0.755511020095635,-0.417510846263422,0.11740372185858228,2011Q2
colombia,2011Q3,176.64134375,2.7163449603758636,0.0424715278139748,0.042532454624701,0.0,0.002337752637798,-0.6357662101095263,0.011140021176274,1.03247262413351,2.72876624819071,0.11536732053695377,2011Q3
colombia,2011Q4,196.59939344262293,3.271024458463813,0.0539204418177501,0.0541290259074739,0.0,0.0509183786545345,0.2754686940350018,0.0114512403643447,0.644081817329111,0.401187580735232,0.17637508399703555,2011Q4
colombia,2012Q1,173.15166129032258,6.438902672820055,0.0649815748411079,0.0642801196364115,0.0,0.0593294611596122,0.7789908226172402,0.0064910259056853,0.597455047347192,-0.538887647940548,0.41841003592846615,2012Q1
colombia,2012Q2,164.92995238095236,2.707303154259042,0.0338942276981109,0.0344455489528536,0.0,0.0268568797693719,0.2301912039550835,0.0098109957637403,0.278981300949918,-0.350872602205392,0.09176194955826983,2012Q2
colombia,2012Q3,135.2414761904762,2.261976866643765,0.0269322388295484,0.0222551264975764,0.0,0.0265537914010428,0.5250307866267361,0.0083329807023002,-0.360118509897645,-0.511518369131,0.060920101199363426,2012Q3
colombia,2012Q4,116.48547540983607,2.178254710630194,0.0299320195270781,0.0271034493832398,0.0,0.0263444671160742,0.5627304350152854,0.0076786470399773,-0.251498466121992,-0.239015549679413,0.06519956253353283,2012Q4
colombia,2013Q1,128.27865,2.1807335203003535,0.0221717007228854,0.0226456694165876,0.0,0.020666905086644,0.497706001087472,0.0061910989386296,-0.326826403480856,-0.872078868230699,0.04835057096846377,2013Q1
colombia,2013Q2,147.990703125,2.6987195093637575,0.027235743517524,0.0272357432619893,0.0,0.0266561775329447,0.0790064750373742,0.0142574694423024,0.408901988770939,-0.377051912371047,0.07350163238276951,2013Q2
colombia,2013Q3,177.344140625,2.3208265150417655,0.0543309699414202,0.0543309699276212,0.0,0.0487201606548693,0.3401508612990296,0.0110218691744005,0.621844838905017,-0.407991097112275,0.12609275562798516,2013Q3
colombia,2013Q4,176.96241935483872,2.3711704730639016,0.053505683175557,0.052837326203454,0.0,0.0512291202969103,0.3417999091841674,0.0094637153597295,0.649148458135416,-0.750702066553572,0.12687109608699274,2013Q4
colombia,2014Q1,182.75834426229508,2.25980944984452,0.0540106426563971,0.0543221043069462,0.0,0.0458347343075514,0.6237351032412903,0.0099797604973515,0.709640591690837,-0.731662568251278,0.1220537606671017,2014Q1
colombia,2014Q2,153.2531111111111,2.579540639478835,0.0177740897324096,0.0180524766149085,0.0,0.0144133299762962,0.535916628400865,0.0092259910349976,-0.0704141223625202,-1.00654532499065,0.045848986794494055,2014Q2
colombia,2014Q3,150.34215625000002,2.5493999567047623,0.0188805130461523,0.0189186757844632,0.0,0.007739397972533,0.2121110940954388,0.0113192724487064,0.163893005219221,-0.442500187785184,0.04813397914242437,2014Q3
colombia,2014Q4,182.9881935483871,4.170869274800246,-0.0325974820999763,-0.0304898125227677,0.1228166649347382,-0.050937468067146,-0.3408896446992096,0.0114304952409379,0.0144333206586344,-0.0985992496999929,-0.13595983652664217,2014Q4
colombia,2015Q1,220.31401639344264,4.143375127895601,-0.0047437515265843,-0.0042842590509015,0.0601539586362535,-0.0171481010452878,-0.3470351596731835,0.0077649981891266,-0.218215357736086,-0.56387698946231,-0.019655142088166173,2015Q1
colombia,2015Q2,216.73334375,5.572913609663199,0.0031360806250124,0.0034420239603025,0.0,0.0023165517921745,0.034851149477676,0.0114709236053734,-0.0718523819521761,-0.214026208157652,0.017477106396132674,2015Q2
colombia,2015Q3,269.341265625,9.69894927614907,-0.0008009496170426,-0.0006595999696967,0.0520441996405773,-0.006672501219869,-0.0073593047149878,0.0128819344015271,-0.032535190317587,0.532084131563506,-0.0077683697084472,2015Q3
colombia,2015Q4,293.0941451612903,13.51085865623238,-0.0052611917077977,-0.0052611916455721,0.1551936318572975,-0.0184679992838208,-0.2779109237031619,0.0102147367972834,-0.407662267431862,-0.216406145445439,-0.07108321752739657,2015Q4
