countryname,bankname,date,lt_borrow,st_borrow,tot_asset,cash_and_st_investments,net_income,net_rev,prof_margin,equity_book,bonds,total_liab,DP
colombia,bancamia,2015-06-01,19374365.0,1073914360.0,1415670912.0,,,,,322382187.0,19374365.0,1093288725.0,1083601542.5
colombia,bancamia,2015-09-01,101129788.0,953681353.0,1388253881.0,,,,,333442740.0,101129788.0,1054811141.0,1004246247.0
colombia,bancamia,2015-12-01,19374365.0,1085968567.0,1448580119.0,,,,,343237187.0,19374365.0,1105342932.0,1095655749.5
colombia,bancamia,2016-06-01,182192030.0,927233308.0,1447186348.0,,,,,337761010.0,182192030.0,1109425338.0,1018329323.0
colombia,bancamia,2016-09-01,182324046.0,942455278.0,1470041206.0,,,,,345261882.0,182324046.0,1124779324.0,1033617301.0
colombia,bancamia,2016-12-01,82468219.0,1003068440.0,1437442577.0,,,,,351905918.0,82468219.0,1085536659.0,1044302549.5
colombia,bancamia,2017-06-01,182745575.55,940008453.45,1471051201.0,,,,,348297172.0,182745575.55,1122754029.0,1031381241.225
colombia,bancamia,2017-09-01,182888556.05,938198039.3000002,1479583268.43,,,,,358496673.08,182888556.05,1121086595.3500001,1029642317.3250002
colombia,bancamia,2017-12-01,183036007.07,918281948.1000001,1469471618.44,,,,,368153663.27,183036007.07,1101317955.17,1009799951.6350001
colombia,bancamia,2018-06-01,183340796.7,1002062605.0899999,1522231868.4,,,,,336828466.61,183340796.7,1185403401.79,1093733003.4399998
colombia,bancamia,2018-09-01,183498313.96,1046230616.8799999,1594517137.83,,,,,364788206.99,183498313.96,1229728930.84,1137979773.86
colombia,bancamia,2018-12-01,183660659.13,1086448343.3400002,1642887619.92,,,,,372778617.45,183660659.13,1270109002.47,1178278672.9050002
colombia,bancamia,2019-06-01,99857747.11,1187626524.0800002,1664286267.21,,,,,376801996.02,99857747.11,1287484271.19,1237555397.6350002
colombia,bancamia,2019-09-01,99927332.06,1200939697.0,1689231245.51,,,,,388364216.45,99927332.06,1300867029.06,1250903363.03
colombia,bancamia,2019-12-01,0.0,1387000643.74,1790323888.01,,,,,403323244.27,0.0,1387000643.74,1387000643.74
colombia,bancamia,2020-06-01,20000000.0,1455207544.01,1870087184.32,,,,,394879640.31,20000000.0,1475207544.01,1465207544.01
colombia,bancamia,2020-09-01,60000000.0,1417844809.6399999,1873760517.1,,,,,395915707.46,60000000.0,1477844809.6399999,1447844809.6399999
colombia,bancamia,2020-12-01,0.0,1574479390.37,1981223799.02,,,,,406744408.65,0.0,1574479390.37,1574479390.37
colombia,bancamia,2021-06-01,119838353.66,1455231348.11,1994576644.58,,,,,419506942.81,119838353.66,1575069701.77,1515150524.9399998
colombia,bancamia,2021-09-01,119828707.58,1403928075.0700002,1954540962.5,,,,,430784179.85,119828707.58,1523756782.65,1463842428.8600001
colombia,bancamia,2021-12-01,120019537.22,1492316533.56,2056792573.78,,,,,444456503.0,120019537.22,1612336070.78,1552326302.1699998
colombia,bancamia,2022-06-01,120322165.74,1462509896.1499999,2017158048.34,,,,,434325986.45,120322165.74,1582832061.8899999,1522670979.0199997
colombia,bancamia,2022-09-01,120490697.65,1587021701.83,2158539459.94,,,,,451027060.46,120490697.65,1707512399.48,1647267050.655
colombia,bancamia,2022-12-01,120702049.18,1670416721.48,2257602739.59,,,,,466483968.93,120702049.18,1791118770.66,1730767746.07
colombia,bancamia,2023-06-01,0.0,1971820911.6399999,2412611485.77,,,,,440790574.13,0.0,1971820911.6399999,1971820911.6399999
colombia,bancamia,2023-09-01,0.0,1948147976.5500002,2375588059.82,,,,,427440083.27,0.0,1948147976.5500002,1948147976.5500002
colombia,bancamia,2023-12-01,0.0,1945374148.3000002,2336474969.67,,,,,391100821.37,0.0,1945374148.3000002,1945374148.3000002
colombia,bancamia,2024-06-01,0.0,1999032309.57,2217313637.23,,,,,218281327.66,0.0,1999032309.57,1999032309.57
colombia,bancamia,2024-09-01,0.0,1818576816.68,2142469184.68,,,,,323892368.0,0.0,1818576816.68,1818576816.68
colombia,bancamia,2024-12-01,0.0,1909830197.96,2233722565.96,,,,,323892368.0,0.0,1909830197.96,1909830197.96
colombia,bancamia,2025-06-01,0.0,2200312571.54,2552532908.42,,,,,352220336.88,0.0,2200312571.54,2200312571.54
colombia,bancamia,2025-09-01,0.0,2251485356.83,2629584281.22,,,,,378098924.39,0.0,2251485356.83,2251485356.83
colombia,bancamia,2025-12-01,79763452.67,2277101173.75,2762816810.89,,,,,405952184.47,79763452.67,2356864626.42,2316982900.085
colombia,bancien,2015-03-01,0.0,115759371.0,157659517.0,,,,,41900146.0,0.0,115759371.0,115759371.0
colombia,bancien,2015-06-01,0.0,97355168.0,137881210.0,,,,,40526042.0,0.0,97355168.0,97355168.0
colombia,bancien,2015-09-01,0.0,93994619.0,133066557.0,,,,,39071938.0,0.0,93994619.0,93994619.0
colombia,bancien,2015-12-01,0.0,86622056.0,112826433.0,,,,,26204377.0,0.0,86622056.0,86622056.0
colombia,bancien,2016-06-01,0.0,104978133.0,126560611.0,,,,,21582478.0,0.0,104978133.0,104978133.0
colombia,bancien,2016-09-01,0.0,101955765.0,120486121.0,,,,,18530356.0,0.0,101955765.0,101955765.0
colombia,bancien,2016-12-01,0.0,115996074.0,134439230.0,,,,,18443156.0,0.0,115996074.0,115996074.0
colombia,bancien,2017-06-01,0.0,125498794.0,145317539.0,,,,,19818745.0,0.0,125498794.0,125498794.0
colombia,bancien,2017-09-01,0.0,139942781.0,156010076.0,,,,,16067295.0,0.0,139942781.0,139942781.0
colombia,bancien,2017-12-01,0.0,146386326.0,166749699.0,,,,,20363373.0,0.0,146386326.0,146386326.0
colombia,bancien,2018-06-01,0.0,149429124.0,173718753.0,,,,,24289629.0,0.0,149429124.0,149429124.0
colombia,bancien,2018-09-01,0.0,152767247.0,180060772.0,,,,,27293525.0,0.0,152767247.0,152767247.0
colombia,bancien,2018-12-01,0.0,161984758.0,193452091.0,,,,,31467333.0,0.0,161984758.0,161984758.0
colombia,bancien,2019-06-01,0.0,165517841.0,193472875.0,,,,,27955034.0,0.0,165517841.0,165517841.0
colombia,bancien,2019-09-01,0.0,166879966.0,193248415.0,,,,,26368449.0,0.0,166879966.0,166879966.0
colombia,bancien,2019-12-01,0.0,164525334.0,194677527.0,,,,,30152193.0,0.0,164525334.0,164525334.0
colombia,bancien,2020-06-01,101835480.0,1184452517.0,1433249817.0,,,,,146961820.0,101835480.0,1286287997.0,1235370257.0
colombia,bancien,2020-09-01,99321012.0,1351070559.0,1603082307.0,,,,,152690736.0,99321012.0,1450391571.0,1400731065.0
colombia,bancien,2020-12-01,101980105.0,1451455148.0,1709971080.0,,,,,156535827.0,101980105.0,1553435253.0,1502445200.5
colombia,bancien,2021-06-01,102131148.0,1526359454.0,1790461686.0,,,,,161971084.0,102131148.0,1628490602.0,1577425028.0
colombia,bancien,2021-09-01,85320368.0,1650481693.0,1903379116.0,,,,,167577055.0,85320368.0,1735802061.0,1693141877.0
colombia,bancien,2021-12-01,87628753.0,1769902714.0,2032202083.0,,,,,174670616.0,87628753.0,1857531467.0,1813717090.5
colombia,bancien,2022-06-01,73075418.0,1850868280.0,2122693033.0,,,,,198749335.0,73075418.0,1923943698.0,1887405989.0
colombia,bancien,2022-09-01,56973536.0,1923762380.0,2184341789.0,,,,,203605873.0,56973536.0,1980735916.0,1952249148.0
colombia,bancien,2022-12-01,58498315.0,1949513224.0,2215640910.0,,,,,207629371.0,58498315.0,2008011539.0,1978762381.5
colombia,bancien,2023-06-01,43902447.0,2235860253.0,2488417979.0,,,,,208655279.0,43902447.0,2279762700.0,2257811476.5
colombia,bancien,2023-09-01,28520561.0,2383424446.0,2624495232.0,,,,,212550225.0,28520561.0,2411945007.0,2397684726.5
colombia,bancien,2023-12-01,29283855.0,2413069637.0,2651750887.0,,,,,209397395.0,29283855.0,2442353492.0,2427711564.5
colombia,bancien,2024-06-01,0.0,2539724253.0,2762512188.0,,,,,222787935.0,0.0,2539724253.0,2539724253.0
colombia,bancien,2024-09-01,0.0,2510649992.0,2732122747.0,,,,,221472755.0,0.0,2510649992.0,2510649992.0
colombia,bancien,2024-12-01,0.0,2443639259.0,2654521209.0,,,,,210881950.0,0.0,2443639259.0,2443639259.0
colombia,bancien,2025-06-01,0.0,2546137452.0,2763453614.0,,,,,217316162.0,0.0,2546137452.0,2546137452.0
colombia,bancien,2025-09-01,0.0,2584679144.0,2808242210.0,,,,,223563066.0,0.0,2584679144.0,2584679144.0
colombia,bancien,2025-12-01,0.0,2587299695.0,2815067611.0,,,,,227767916.0,0.0,2587299695.0,2587299695.0
colombia,banco_agrario,2015-03-01,0.0,20595948372.0,22190130351.0,,,,,1594181979.0,0.0,20595948372.0,20595948372.0
colombia,banco_agrario,2015-06-01,0.0,21356968391.0,23092987708.0,,,,,1736019317.0,0.0,21356968391.0,21356968391.0
colombia,banco_agrario,2015-09-01,0.0,21181344020.0,23016348931.0,,,,,1835004911.0,0.0,21181344020.0,21181344020.0
colombia,banco_agrario,2015-12-01,0.0,20650808906.0,22690206172.0,,,,,2039397266.0,0.0,20650808906.0,20650808906.0
colombia,banco_agrario,2016-06-01,0.0,23039658271.0,25092880640.0,,,,,2053222369.0,0.0,23039658271.0,23039658271.0
colombia,banco_agrario,2016-09-01,0.0,22273810388.0,24432318630.0,,,,,2158508242.0,0.0,22273810388.0,22273810388.0
colombia,banco_agrario,2016-12-01,0.0,21618439334.0,23860856861.0,,,,,2242417527.0,0.0,21618439334.0,21618439334.0
colombia,banco_agrario,2017-06-01,0.0,23068063732.0,25343128906.0,,,,,2275065174.0,0.0,23068063732.0,23068063732.0
colombia,banco_agrario,2017-09-01,0.0,22981966265.0,25334558292.0,,,,,2352592027.0,0.0,22981966265.0,22981966265.0
colombia,banco_agrario,2017-12-01,0.0,21166060177.0,23607081028.0,,,,,2441020851.0,0.0,21166060177.0,21166060177.0
colombia,banco_agrario,2018-06-01,0.0,22422380507.0,24846447548.0,,,,,2424067041.0,0.0,22422380507.0,22422380507.0
colombia,banco_agrario,2018-09-01,0.0,21669274504.0,24182203740.0,,,,,2512929236.0,0.0,21669274504.0,21669274504.0
colombia,banco_agrario,2018-12-01,0.0,21676625313.0,24191536864.0,,,,,2514911551.0,0.0,21676625313.0,21676625313.0
colombia,banco_agrario,2019-06-01,0.0,23269223255.0,25687010728.0,,,,,2417787473.0,0.0,23269223255.0,23269223255.0
colombia,banco_agrario,2019-09-01,0.0,22445843879.0,24956255753.0,,,,,2510411874.0,0.0,22445843879.0,22445843879.0
colombia,banco_agrario,2019-12-01,0.0,23592523148.0,25542355515.0,,,,,1949832367.0,0.0,23592523148.0,23592523148.0
colombia,banco_agrario,2020-06-01,0.0,26590276315.0,28342007367.0,,,,,1751731052.0,0.0,26590276315.0,26590276315.0
colombia,banco_agrario,2020-09-01,0.0,25915830276.0,27663304325.0,,,,,1747474049.0,0.0,25915830276.0,25915830276.0
colombia,banco_agrario,2020-12-01,0.0,25898585384.0,27733676851.0,,,,,1835091467.0,0.0,25898585384.0,25898585384.0
colombia,banco_agrario,2021-06-01,0.0,29395805956.0,31380249562.0,,,,,1984443606.0,0.0,29395805956.0,29395805956.0
colombia,banco_agrario,2021-09-01,0.0,29285424311.0,31497129407.0,,,,,2211705096.0,0.0,29285424311.0,29285424311.0
colombia,banco_agrario,2021-12-01,0.0,29664800898.0,32133099334.0,,,,,2468298436.0,0.0,29664800898.0,29664800898.0
colombia,banco_agrario,2022-06-01,0.0,31285737871.0,33394285316.0,,,,,2108547445.0,0.0,31285737871.0,31285737871.0
colombia,banco_agrario,2022-09-01,0.0,31840083630.0,34116643246.0,,,,,2276559616.0,0.0,31840083630.0,31840083630.0
colombia,banco_agrario,2022-12-01,0.0,31840083630.0,34116643246.0,,,,,2276559616.0,0.0,31840083630.0,31840083630.0
colombia,banco_agrario,2023-06-01,0.0,32811581704.0,35365774176.0,,,,,2554192472.0,0.0,32811581704.0,32811581704.0
colombia,banco_agrario,2023-09-01,0.0,32464927425.0,35166576790.0,,,,,2701649365.0,0.0,32464927425.0,32464927425.0
colombia,banco_agrario,2023-12-01,0.0,32239145115.0,35068972103.0,,,,,2829826988.0,0.0,32239145115.0,32239145115.0
colombia,banco_agrario,2024-06-01,0.0,34170171497.0,36938449457.0,,,,,2768277960.0,0.0,34170171497.0,34170171497.0
colombia,banco_agrario,2024-09-01,0.0,36260102950.0,39188787340.0,,,,,2928684390.0,0.0,36260102950.0,36260102950.0
colombia,banco_agrario,2024-12-01,0.0,35490908742.0,38497422704.0,,,,,3006513962.0,0.0,35490908742.0,35490908742.0
colombia,banco_agrario,2025-06-01,0.0,36842856089.0,40032815929.0,,,,,3189959840.0,0.0,36842856089.0,36842856089.0
colombia,banco_agrario,2025-09-01,0.0,37619356732.4517,40965224384.4517,,,,,3345867652.0,0.0,37619356732.4517,37619356732.4517
colombia,banco_agrario,2025-12-01,0.0,36831856528.3065,40315636189.3065,,,,,3483779661.0,0.0,36831856528.3065,36831856528.3065
colombia,banco_caja_social,2015-03-01,100461067.0,10220554152.0,11695507280.0,,,,,1374492061.0,100461067.0,10321015219.0,10270784685.5
colombia,banco_caja_social,2015-06-01,103101611.0,10552117779.0,12054593308.0,,,,,1399373918.0,103101611.0,10655219390.0,10603668584.5
colombia,banco_caja_social,2015-09-01,100439133.0,10636444705.0,12212297660.0,,,,,1475413822.0,100439133.0,10736883838.0,10686664271.5
colombia,banco_caja_social,2015-12-01,103018036.0,10651275040.0,12303455038.0,,,,,1549161962.0,103018036.0,10754293076.0,10702784058.0
colombia,banco_caja_social,2016-06-01,511506484.0,10530018227.0,12572696182.0,,,,,1531171471.0,511506484.0,11041524711.0,10785771469.0
colombia,banco_caja_social,2016-09-01,508418416.0,10728016823.0,12836116630.0,,,,,1599681391.0,508418416.0,11236435239.0,10982226031.0
colombia,banco_caja_social,2016-12-01,511240959.0,10682163311.0,12874634344.0,,,,,1681230074.0,511240959.0,11193404270.0,10937783790.5
colombia,banco_caja_social,2017-06-01,851405830.0,10586581384.0,13284286693.0,,,,,1846299479.0,851405830.0,11437987214.0,11012284299.0
colombia,banco_caja_social,2017-09-01,808928046.0,10599625305.0,13093924354.0,,,,,1685371003.0,808928046.0,11408553351.0,11004089328.0
colombia,banco_caja_social,2017-12-01,809232223.0,10834605869.0,13387748108.0,,,,,1743910016.0,809232223.0,11643838092.0,11239221980.5
colombia,banco_caja_social,2018-06-01,808274893.0,11253183330.0,13818416578.0,,,,,1756958355.0,808274893.0,12061458223.0,11657320776.5
colombia,banco_caja_social,2018-09-01,808307047.0,10991268382.0,13628500388.0,,,,,1828924959.0,808307047.0,11799575429.0,11395421905.5
colombia,banco_caja_social,2018-12-01,808429818.0,11267241786.0,13949784392.0,,,,,1874112788.0,808429818.0,12075671604.0,11671456695.0
colombia,banco_caja_social,2019-06-01,808378159.0,12186331176.0,14837940268.0,,,,,1843230933.0,808378159.0,12994709335.0,12590520255.5
colombia,banco_caja_social,2019-09-01,808777998.0,12309673123.0,15039546042.0,,,,,1921094921.0,808777998.0,13118451121.0,12714062122.0
colombia,banco_caja_social,2019-12-01,809049146.0,12404620336.0,15201880925.0,,,,,1988211443.0,809049146.0,13213669482.0,12809144909.0
colombia,banco_caja_social,2020-06-01,808900989.0,13932477248.0,16692435088.0,,,,,1951056851.0,808900989.0,14741378237.0,14336927742.5
colombia,banco_caja_social,2020-09-01,807116001.0,13678886007.0,16329048448.0,,,,,1843046440.0,807116001.0,14486002008.0,14082444007.5
colombia,banco_caja_social,2020-12-01,806870756.0,13962052776.0,16652831436.0,,,,,1883907904.0,806870756.0,14768923532.0,14365488154.0
colombia,banco_caja_social,2021-06-01,806685337.0,14315363521.0,17151977636.0,,,,,2029928778.0,806685337.0,15122048858.0,14718706189.5
colombia,banco_caja_social,2021-09-01,808986394.0,14394419432.0,17278424078.0,,,,,2075018252.0,808986394.0,15203405826.0,14798912629.0
colombia,banco_caja_social,2021-12-01,809819311.0,15057855955.0,18014228856.0,,,,,2146553590.0,809819311.0,15867675266.0,15462765610.5
colombia,banco_caja_social,2022-06-01,721048844.0,15280352806.0,18086524930.0,,,,,2085123280.0,721048844.0,16001401650.0,15640877228.0
colombia,banco_caja_social,2022-09-01,722066520.0,15729190678.0,18554022543.0,,,,,2102765345.0,722066520.0,16451257198.0,16090223938.0
colombia,banco_caja_social,2022-12-01,723806000.0,16633672309.0,19486944664.0,,,,,2129466355.0,723806000.0,17357478309.0,16995575309.0
colombia,banco_caja_social,2023-06-01,725097976.0,17693656124.0,20553421765.0,,,,,2134667665.0,725097976.0,18418754100.0,18056205112.0
colombia,banco_caja_social,2023-09-01,724043714.0,17521429441.0,20310948681.0,,,,,2065475526.0,724043714.0,18245473155.0,17883451298.0
colombia,banco_caja_social,2023-12-01,722926919.0,18368362076.0,21212106209.0,,,,,2120817214.0,722926919.0,19091288995.0,18729825535.5
colombia,banco_caja_social,2024-06-01,719603517.0,19082758829.0,21989684541.0,,,,,2187322195.0,719603517.0,19802362346.0,19442560587.5
colombia,banco_caja_social,2024-09-01,719388185.0,18700772897.0,21669818901.0,,,,,2249657819.0,719388185.0,19420161082.0,19060466989.5
colombia,banco_caja_social,2024-12-01,718030723.0,19929589321.0,22852406887.0,,,,,2204786843.0,718030723.0,20647620044.0,20288604682.5
colombia,banco_caja_social,2025-06-01,717504311.0,21347721358.0,24300510726.0,,,,,2235285057.0,717504311.0,22065225669.0,21706473513.5
colombia,banco_caja_social,2025-09-01,717244657.0,21300783507.0,24345249667.0,,,,,2327221503.0,717244657.0,22018028164.0,21659405835.5
colombia,banco_caja_social,2025-12-01,717691068.0,22155247140.0,25195880386.0,,,,,2322942178.0,717691068.0,22872938208.0,22514092674.0
colombia,banco_de_bogota,2015-03-01,3323502409.0,52795726236.0,69878102931.0,,,,,13758874286.0,3323502409.0,56119228645.0,54457477440.5
colombia,banco_de_bogota,2015-06-01,3129385675.0,54458199744.0,72163688519.0,,,,,14576103100.0,3129385675.0,57587585419.0,56022892581.5
colombia,banco_de_bogota,2015-09-01,3637895947.0,58332816898.0,76487437858.0,,,,,14516725013.0,3637895947.0,61970712845.0,60151764871.5
colombia,banco_de_bogota,2015-12-01,3760905922.0,57034789664.0,76510522771.0,,,,,15714827185.0,3760905922.0,60795695586.0,58915242625.0
colombia,banco_de_bogota,2016-06-01,5234008004.0,57318634254.0,78037216608.0,,,,,15484574350.0,5234008004.0,62552642258.0,59935638256.0
colombia,banco_de_bogota,2016-09-01,5160815398.0,57681129452.0,78224260648.0,,,,,15382315798.0,5160815398.0,62841944850.0,60261537151.0
colombia,banco_de_bogota,2016-12-01,5063566945.0,59053878965.0,80067514376.0,,,,,15950068466.0,5063566945.0,64117445910.0,61585662437.5
colombia,banco_de_bogota,2017-06-01,5023453420.0,61120228319.0,82198881795.0,,,,,16055200056.0,5023453420.0,66143681739.0,63631955029.0
colombia,banco_de_bogota,2017-09-01,6615157570.0,58414114162.0,81349000980.0,,,,,16319729248.0,6615157570.0,65029271732.0,61721692947.0
colombia,banco_de_bogota,2017-12-01,6712613845.0,59840223705.0,83275695243.0,,,,,16722857693.0,6712613845.0,66552837550.0,63196530627.5
colombia,banco_de_bogota,2018-06-01,6594443402.0,59131009088.0,81967289568.0,,,,,16241837078.0,6594443402.0,65725452490.0,62428230789.0
colombia,banco_de_bogota,2018-09-01,6702164238.0,60648656166.0,84453707317.0,,,,,17102886913.0,6702164238.0,67350820404.0,63999738285.0
colombia,banco_de_bogota,2018-12-01,7308289652.0,65789396170.0,91360251461.0,,,,,18262565639.0,7308289652.0,73097685822.0,69443540996.0
colombia,banco_de_bogota,2019-06-01,7210599335.0,64990695235.0,90904976013.0,,,,,18703681443.0,7210599335.0,72201294570.0,68595994902.5
colombia,banco_de_bogota,2019-09-01,7830029311.0,67104371946.0,94708179096.0,,,,,19773777839.0,7830029311.0,74934401257.0,71019386601.5
colombia,banco_de_bogota,2019-12-01,7379398800.0,70612633425.0,98148232960.0,,,,,20156200735.0,7379398800.0,77992032225.0,74302332825.0
colombia,banco_de_bogota,2020-06-01,8304614178.0,80380748605.0,109066435314.0,,,,,20381072531.0,8304614178.0,88685362783.0,84533055694.0
colombia,banco_de_bogota,2020-09-01,8864535616.0,77749088848.0,107821838170.0,,,,,21208213706.0,8864535616.0,86613624464.0,82181356656.0
colombia,banco_de_bogota,2020-12-01,7894941729.0,77307381471.0,105759477590.0,,,,,20557154390.0,7894941729.0,85202323200.0,81254852335.5
colombia,banco_de_bogota,2021-06-01,9199457970.0,78350733389.0,109213247980.0,,,,,21663056621.0,9199457970.0,87550191359.0,82950462374.0
colombia,banco_de_bogota,2021-09-01,9361273143.0,78570620016.0,111832317145.0,,,,,23900423986.0,9361273143.0,87931893159.0,83251256587.5
colombia,banco_de_bogota,2021-12-01,9723396112.0,74069908300.0,108505539540.0,,,,,24712235128.0,9723396112.0,83793304412.0,78931606356.0
colombia,banco_de_bogota,2022-06-01,9571066654.0,82186724921.0,106738268536.0,,,,,14980476961.0,9571066654.0,91757791575.0,86972258248.0
colombia,banco_de_bogota,2022-09-01,10517140608.0,81877836478.0,107955588538.0,,,,,15560611452.0,10517140608.0,92394977086.0,87136406782.0
colombia,banco_de_bogota,2022-12-01,10956940852.0,84200750628.0,110207867422.0,,,,,15050175942.0,10956940852.0,95157691480.0,89679221054.0
colombia,banco_de_bogota,2023-06-01,8478100426.0,89318993344.0,112626799747.0,,,,,14829705977.0,8478100426.0,97797093770.0,93558043557.0
colombia,banco_de_bogota,2023-09-01,8173349607.0,92908429731.0,115923687222.0,,,,,14841907884.0,8173349607.0,101081779338.0,96995104534.5
colombia,banco_de_bogota,2023-12-01,7663258530.0,94083857045.0,116824250956.0,,,,,15077135381.0,7663258530.0,101747115575.0,97915486310.0
colombia,banco_de_bogota,2024-06-01,7968388183.0,100189395075.0,123622847157.0,,,,,15465063899.0,7968388183.0,108157783258.0,104173589166.5
colombia,banco_de_bogota,2024-09-01,8562387740.0,99753782485.0,124307069531.0,,,,,15990899306.0,8562387740.0,108316170225.0,104034976355.0
colombia,banco_de_bogota,2024-12-01,8947210619.0,101409104878.0,126495352236.0,,,,,16139036739.0,8947210619.0,110356315497.0,105882710187.5
colombia,banco_de_bogota,2025-06-01,8344852163.0,105223698814.0,129781056622.0,,,,,16212505645.0,8344852163.0,113568550977.0,109396124895.5
colombia,banco_de_bogota,2025-09-01,7930478173.0,110172792173.0,134807676504.0,,,,,16704406158.0,7930478173.0,118103270346.0,114138031259.5
colombia,banco_de_bogota,2025-12-01,7607848330.0,111951093393.0,136148008429.0,,,,,16589066706.0,7607848330.0,119558941723.0,115755017558.0
colombia,banco_de_occidente,2015-03-01,2286222520.0,25229865418.0,31152257460.0,,,,,3636169522.0,2286222520.0,27516087938.0,26372976678.0
colombia,banco_de_occidente,2015-06-01,2291766410.0,24087949862.0,30282726576.0,,,,,3903010304.0,2291766410.0,26379716272.0,25233833067.0
colombia,banco_de_occidente,2015-09-01,2571335007.0,25114384261.0,31519808673.0,,,,,3834089405.0,2571335007.0,27685719268.0,26400051764.5
