q,Ryr,spread_raw,iRyr,FCI,iRyr_noCDIFF,FCI_noCDIFF,country,cdiff_contrib,EMBI_bps,GaR,D
2018Q3,7.901266666666667,4.978883333333333,0.11633136288082208,0.5945869156229961,0.19613890230712097,0.7205173197737065,india,-0.0798075394262989,158.3015873015873,0.0484225146301088,-4.8422514630108795
2018Q4,7.701881355932203,4.666220338983051,0.1689177960198634,0.19250658563784612,0.3220782630129902,0.34677523922526277,india,-0.1531604669931268,169.1639344262295,0.0435895611121725,-4.35895611121725
2019Q1,7.518754098360656,4.864754098360656,0.13922891781402294,0.40670573808465044,0.2784578356280459,0.5736094499317652,india,-0.13922891781402294,165.54098360655738,0.0359201922116548,-3.5920192211654802
2019Q2,7.20671186440678,4.879779661016949,0.2506557777897179,0.3451009396417387,0.4029066466831269,0.5236583880458829,india,-0.152250868893409,147.015873015873,0.0337896930450281,-3.37896930450281
2019Q3,6.558612903225806,4.751806451612904,0.202322232238025,0.35710023159192994,0.2578671170040459,0.4137399778550934,india,-0.0555448847660209,131.84375,0.0288606400299412,-2.88606400299412
2019Q4,6.597266666666667,4.802383333333333,0.1916040601776613,0.24938930030488515,0.3832081203553226,0.4597695195187515,india,-0.1916040601776613,125.5483870967742,0.021635300512369,-2.1635300512369002
2020Q1,6.423524590163934,5.022836065573771,0.43560335069727285,2.156138721786286,0.5241749716949899,2.253278809937526,india,-0.0885716209977171,186.0967741935484,-0.0233506931417989,2.33506931417989
2020Q2,6.045754385964912,5.358912280701755,0.25371133485836894,0.5710098920323823,0.2243432292974145,0.5051258602182285,india,0.029368105560954455,290.015873015873,-0.1315986785507653,13.159867855076529
2020Q3,5.9354,5.288815384615385,0.24522103494659891,0.5876468604093994,0.19093141247624137,0.49778006652575946,india,0.05428962247035754,223.796875,-0.0311973295467824,3.11973295467824
2020Q4,5.91527868852459,5.0569672131147545,0.45539931241526643,0.5006114984030846,0.4902605054593093,0.5347975643547912,india,-0.03486119304404289,174.03225806451613,0.0065115138789108,-0.65115138789108
