country,quarter,CTOT_shock,CTOT_shock_dlog
southafrica,1992Q1,1.4515283812676723,-0.008727752555280244
southafrica,1992Q2,1.4660164627150893,0.01448808144741709
southafrica,1992Q3,1.4721332557560145,0.006116793040925161
southafrica,1992Q4,1.4486110178191014,-0.023522237936913104
southafrica,1993Q1,1.4447547577983182,-0.0038562600207832087
southafrica,1993Q2,1.4389276710232908,-0.0058270867750274125
southafrica,1993Q3,1.4337610015932456,-0.005166669430045179
southafrica,1993Q4,1.4186510298672725,-0.01510997172597306
southafrica,1994Q1,1.433752361434053,0.015101331566780507
southafrica,1994Q2,1.4519582056459646,0.018205844211911515
southafrica,1994Q3,1.4726945920832937,0.020736386437329113
southafrica,1994Q4,1.496514179196527,0.023819587113233398
