DATES,rEER
199911,96.78
199912,96.69
200001,96.51
200002,97.9
200003,98.49
200004,98.96
200005,101.3
200006,100.52
200007,100.72
200008,101.25
200009,102.29
200010,103.86
200011,104.38
200012,103.26
200101,103.72
200102,104.56
200103,106.26
200104,107.04
200105,106.9
200106,107.68
200107,108.0
200108,106.14
200109,106.56
200110,106.85
200111,107.36
200112,106.93
200201,108.04
200202,108.72
200203,108.47
200204,108.22
200205,106.7
200206,105.48
200207,104.06
200208,105.29
200209,105.79
200210,106.55
200211,105.2
200212,104.27
200301,102.9
200302,103.22
200303,103.09
200304,102.08
200305,98.44
200306,98.42
200307,99.5
200308,100.85
200309,99.75
200310,97.46
200311,96.76
200312,95.1
200401,93.74
200402,94.4
200403,95.65
200404,96.35
200405,98.24
200406,97.57
200407,96.66
200408,96.73
200409,96.17
200410,95.02
200411,92.38
200412,90.88
200501,91.57
200502,91.75
200503,91.67
200504,92.92
200505,93.17
200506,94.28
200507,94.9
200508,93.92
200509,94.48
200510,95.58
200511,95.54
200512,94.36
200601,93.48
200602,93.63
200603,94.21
200604,93.93
200605,92.26
200606,93.72
200607,93.68
200608,93.0
200609,92.61
200610,92.42
200611,91.29
200612,90.22
200701,91.43
200702,91.21
200703,91.29
200704,90.36
200705,89.98
200706,89.88
200707,88.49
200708,88.46
200709,87.19
200710,85.31
200711,84.02
200712,84.41
200801,83.89
200802,82.74
200803,81.48
200804,81.25
200805,81.87
200806,82.39
200807,81.9
200808,83.55
200809,85.32
200810,90.13
200811,91.07
200812,89.54
200901,90.46
200902,92.91
200903,93.45
200904,91.25
200905,88.68
200906,88.34
200907,87.96
200908,86.74
200909,85.97
200910,84.74
200911,84.16
200912,84.1
201001,84.36
201002,85.14
201003,84.67
201004,84.2
201005,86.73
201006,87.35
201007,85.83
201008,84.95
201009,83.94
201010,81.25
201011,81.2
201012,81.69
201101,80.89
201102,80.23
201103,79.87
201104,78.82
201105,78.98
201106,78.95
201107,78.42
201108,78.84
201109,80.96
201110,81.45
201111,81.78
201112,82.09
201201,81.81
201202,80.49
201203,81.21
201204,81.54
201205,83.0
201206,84.18
201207,83.63
201208,83.05
201209,81.79
201210,81.31
201211,81.46
201212,80.49
201301,80.69
201302,81.37
201303,82.26
201304,81.78
201305,82.37
201306,83.05
201307,83.51
201308,83.24
201309,82.84
201310,81.68
201311,82.09
201312,82.04
201401,82.94
201402,83.03
201403,83.32
201404,83.16
201405,83.08
201406,83.37
201407,83.13
201408,83.6
201409,84.61
201410,85.38
201411,86.32
201412,87.75
201501,89.44
201502,90.54
201503,92.42
201504,91.91
201505,91.5
201506,92.38
201507,93.86
201508,95.17
201509,95.53
201510,94.61
201511,95.93
201512,96.4
201601,98.72
201602,97.34
201603,95.71
201604,94.47
201605,95.8
201606,96.41
201607,96.82
201608,95.97
201609,96.59
201610,97.37
201611,99.63
201612,101.14
201701,101.33
201702,99.82
201703,99.27
201704,98.53
201705,98.12
201706,96.83
201707,95.45
201708,94.26
201709,93.56
201710,95.01
201711,95.0
201712,94.37
201801,92.68
201802,91.67
201803,92.16
201804,92.41
201805,95.28
201806,96.89
201807,97.14
201808,97.61
201809,97.61
201810,98.15
201811,99.02
201812,98.53
201901,97.38
201902,97.09
201903,97.67
201904,98.0
201905,99.1
201906,98.74
201907,98.36
201908,99.97
201909,100.09
201910,99.41
201911,98.87
201912,98.1
202001,97.58
202002,98.71
202003,102.43
202004,104.59
202005,104.0
202006,101.81
202007,101.25
202008,99.92
202009,99.25
202010,98.53
202011,96.95
202012,94.98
202101,94.52
202102,94.88
202103,96.81
202104,96.84
202105,96.29
202106,97.26
202107,98.63
202108,98.82
202109,98.68
202110,99.61
202111,100.45
202112,101.15
202201,100.94
202202,100.89
202203,102.7
202204,103.37
202205,106.44
202206,107.66
202207,109.45
202208,108.94
202209,111.42
202210,113.14
202211,110.21
202212,107.33
202301,105.46
202302,105.94
202303,106.52
202304,105.65
202305,106.43
202306,106.99
202307,105.95
202308,107.34
202309,108.83
202310,110.16
202311,108.04
202312,106.23
202401,106.93
202402,107.58
202403,107.96
202404,109.29
202405,109.09
202406,110.61
202407,109.92
202408,108.87
202409,108.29
202410,109.48
202411,111.98
202412,112.85
202501,114.5
202502,113.7
202503,112.36
202504,110.87
202505,109.26
202506,108.05
202507,107.28
202508,107.95
202509,107.49
202510,107.69
202511,108.01
202512,106.71
202601,106.35
202602,104.94
202603,107.38
202604,107.03
202605,107.26
